Student_ID,Age,Department,Electronics,Programming,Database,Data Science,Mathematics,DSA,Gender,CGPA
S07372,22,CSE,53,96,75,73,58,50,Female,8.05
S07373,19,CSE,67,66,57,68,65,33,Male,7.78
S07374,22,CSE,48,42,59,54,76,97,Male,9.87
S07375,22,CSE,44,91,37,35,90,92,Female,5.44
S07376,18,CSE,97,50,77,61,67,97,Female,7.1
S07377,20,CSE,79,35,30,73,97,74,Female,8.18
S07378,20,CSE,31,34,68,65,56,78,Male,8.37
S07379,22,CSE,76,51,90,75,80,98,Male,5.57
S07380,21,CSE,67,55,81,42,73,82,Male,9.83
S07381,23,CSE,94,88,92,39,47,49,Male,8.33
S07382,23,CSE,59,45,46,30,71,85,Male,9.13
S07383,23,CSE,95,62,91,81,72,94,Male,8.03
S07384,21,CSE,90,68,59,34,82,30,Female,8.22
S07385,18,CSE,92,56,39,45,54,64,Male,9.05
S07386,23,CSE,90,63,85,97,76,95,Female,8.68
S07387,18,CSE,79,92,93,43,84,30,Male,9.73
S07388,21,CSE,51,88,41,63,36,93,Male,8.36
S07389,18,CSE,57,69,95,49,85,68,Male,9.7
S07390,23,CSE,68,66,50,54,66,36,Male,9.49
S07391,18,CSE,35,65,70,73,60,52,Male,9.18
S07392,20,CSE,71,36,58,63,61,40,Male,7.21
S07393,21,CSE,89,89,41,73,66,46,Female,7.75
S07394,19,CSE,75,31,88,75,97,93,Female,6.03
S07395,24,CSE,75,49,37,53,80,31,Male,8.75
S07396,20,CSE,32,59,89,45,60,35,Female,9.96
S07397,24,CSE,85,71,83,55,45,92,Female,5.65
S07398,18,CSE,51,44,76,99,80,51,Female,8.82
S07399,22,CSE,83,45,70,49,73,40,Female,6.03
S07400,22,CSE,76,72,60,62,88,90,Male,8.29
S07401,21,CSE,96,42,87,46,97,53,Female,7.21
S07402,21,CSE,96,71,54,38,51,34,Male,9.65
S07403,21,CSE,78,50,33,57,72,44,Male,9.06
S07404,23,CSE,45,54,86,49,49,56,Male,6.06
S07405,21,CSE,33,90,34,83,39,84,Female,5.46
S07406,21,CSE,70,30,69,98,38,38,Female,7.41
S07407,18,CSE,53,47,79,56,31,84,Male,9.59
S07408,21,CSE,73,69,90,67,40,88,Male,9.49
S07409,23,CSE,54,72,66,65,70,36,Male,8.59
S07410,21,CSE,56,42,92,47,75,48,Female,9.54
S07411,19,CSE,46,46,54,58,37,84,Female,5.32
S07412,18,CSE,85,55,94,47,59,88,Male,6.73
S07413,18,CSE,43,46,32,63,85,35,Female,7.58
S07414,22,CSE,41,51,72,37,32,35,Female,6.1
S07415,20,CSE,80,88,74,59,64,50,Male,9.75
S07416,23,CSE,47,57,66,30,59,71,Female,5.47
S07417,20,CSE,94,95,69,72,97,51,Male,9.3
S07418,21,CSE,99,30,89,95,98,88,Male,9.14
S07419,23,CSE,43,53,94,68,70,91,Male,6.51
S07420,22,CSE,40,63,34,82,49,42,Male,5.66
S07421,23,CSE,50,80,47,33,46,38,Female,9.41
S07422,23,CSE,61,64,54,63,46,68,Female,9.3
S07423,20,CSE,92,93,53,95,68,70,Female,9.32
S07424,20,CSE,43,47,32,34,67,68,Male,7.98
S07425,21,CSE,50,93,85,51,63,63,Male,9.75
S07426,23,CSE,53,90,60,44,65,40,Male,7.65
S07427,20,CSE,65,85,74,84,88,97,Female,9.7
S07428,19,CSE,86,31,35,48,34,86,Female,6.86
S07429,18,CSE,64,86,51,32,85,82,Female,9.83
S07430,24,CSE,85,62,36,47,38,37,Male,7.41
S07431,20,CSE,50,59,34,53,80,85,Male,7.87
S07432,21,CSE,31,43,51,75,30,39,Male,8.33
S07433,19,CSE,51,46,86,62,31,51,Male,7.63
S07434,21,CSE,34,30,39,91,83,69,Female,8.14
S07435,19,CSE,47,78,48,81,69,81,Male,9.38
S07436,22,CSE,95,52,75,70,40,94,Female,7.69
S07437,24,CSE,42,99,59,99,95,97,Male,8.44
S07438,21,CSE,88,49,32,30,79,38,Male,9.36
S07439,22,CSE,95,87,98,45,39,68,Male,7.07
S07440,19,CSE,39,55,69,43,71,97,Female,9.57
S07441,24,CSE,92,42,64,73,93,30,Male,7.36
S07442,21,CSE,84,83,45,71,85,97,Female,7.35
S07443,24,CSE,42,48,82,51,72,60,Male,8.06
S07444,24,CSE,84,65,45,83,51,46,Female,5.16
S07445,19,CSE,81,80,81,45,57,33,Female,8.87
S07446,24,CSE,78,77,34,71,38,48,Male,6.41
S07447,19,CSE,98,78,36,37,85,31,Male,9.27
S07448,22,CSE,38,77,66,77,88,98,Male,7.87
S07449,21,CSE,58,77,80,86,36,78,Male,6.87
S07450,20,CSE,66,33,53,93,97,60,Male,6.38
S07451,23,CSE,85,71,31,54,46,72,Female,9.77
S07452,19,CSE,98,31,96,60,57,87,Male,8.22
S07453,19,CSE,87,64,49,33,75,82,Female,9.61
S07454,23,CSE,43,96,88,92,30,43,Female,8.58
S07455,23,CSE,31,67,77,49,58,85,Male,9.57
S07456,20,CSE,36,99,90,85,65,87,Male,7.91
S07457,22,CSE,74,63,32,58,59,56,Female,8.64
S07458,23,CSE,97,89,79,82,52,77,Female,6.47
S07459,21,CSE,49,80,48,40,67,42,Male,9.9
S07460,22,CSE,71,93,94,65,80,33,Male,6.55
S07461,18,CSE,53,30,87,87,81,41,Male,10.0
S07462,21,CSE,58,83,30,43,58,52,Female,8.8
S07463,24,CSE,45,51,47,41,68,41,Male,5.35
S07464,18,CSE,96,96,76,87,46,75,Male,9.56
S07465,20,CSE,92,33,85,74,91,90,Female,5.34
S07466,19,CSE,79,57,98,40,87,85,Female,6.77
S07467,19,CSE,53,32,85,95,95,63,Female,6.76
S07468,23,CSE,33,96,53,91,73,66,Female,5.02
S07469,24,CSE,55,66,38,78,41,45,Female,7.86
S07470,23,CSE,50,74,98,66,85,33,Male,5.54
S07471,20,CSE,80,88,57,85,73,35,Female,5.74
S07472,19,CSE,63,64,65,49,41,49,Female,5.94
S07473,19,CSE,54,83,95,41,68,83,Female,9.07
S07474,23,CSE,66,85,80,58,39,87,Male,7.66
S07475,18,CSE,42,77,49,71,78,48,Female,9.22
S07476,21,CSE,98,73,91,91,88,84,Male,7.6
S07477,20,CSE,81,33,48,44,88,67,Female,6.1
S07478,20,CSE,49,63,68,47,78,68,Male,6.79
S07479,22,CSE,82,66,89,60,91,35,Female,8.06
S07480,20,CSE,39,76,51,84,32,69,Female,7.76
S07481,19,CSE,78,30,95,80,88,58,Male,9.54
S07482,18,CSE,87,88,32,52,63,32,Female,8.92
S07483,18,CSE,69,81,97,44,79,38,Female,7.4
S07484,21,CSE,49,37,71,31,38,98,Female,7.37
S07485,23,CSE,87,96,89,37,71,34,Female,6.32
S07486,20,CSE,52,95,92,83,40,74,Female,8.31
S07487,18,CSE,42,50,33,78,82,45,Female,8.26
S07488,22,CSE,34,75,33,34,83,78,Male,8.32
S07489,24,CSE,43,43,52,84,55,30,Female,8.1
S07490,20,CSE,35,94,85,69,78,53,Female,6.96
S07491,18,CSE,61,31,61,30,37,67,Male,8.57
S07492,21,CSE,70,82,67,39,38,76,Male,7.01
S07493,21,CSE,92,33,73,86,47,66,Female,6.08
S07494,18,CSE,87,38,50,39,70,88,Female,6.23
S07495,18,CSE,76,46,54,91,74,33,Female,5.87
S07496,24,CSE,71,74,78,88,47,99,Female,5.6
S07497,20,CSE,87,57,45,47,66,66,Female,9.27
S07498,20,CSE,95,88,51,51,41,34,Female,6.04
S07499,18,CSE,45,31,49,55,67,62,Male,8.53
S07500,18,CSE,53,63,42,81,65,44,Female,8.33
S07501,18,CSE,48,38,94,59,57,53,Female,8.15
S07502,24,CSE,61,97,37,39,45,37,Male,7.28
S07503,18,CSE,48,37,99,42,97,37,Female,7.35
S07504,23,CSE,89,67,48,93,31,89,Male,7.76
S07505,20,CSE,79,96,64,49,43,35,Male,6.77
S07506,19,CSE,43,43,94,66,67,61,Male,8.87
S07507,18,CSE,98,45,84,58,47,40,Female,6.96
S07508,20,CSE,41,74,39,62,54,62,Female,7.67
S07509,21,CSE,88,51,59,66,65,51,Female,6.43
S07510,19,CSE,98,99,81,71,46,51,Male,7.78
S07511,18,CSE,60,86,48,43,45,73,Male,8.24
S07512,20,CSE,32,99,64,63,84,55,Female,5.79
S07513,20,CSE,98,31,81,78,76,68,Female,9.78
S07514,20,CSE,30,83,59,60,32,61,Female,9.18
S07515,23,CSE,91,42,75,77,82,93,Male,9.91
S07516,20,CSE,71,82,80,38,39,74,Male,9.69
S07517,22,CSE,74,70,35,97,58,90,Female,5.89
S07518,20,CSE,54,88,81,83,58,58,Male,6.59
S07519,23,CSE,72,99,76,31,46,91,Male,7.7
S07520,23,CSE,66,58,50,41,81,84,Female,9.69
S07521,22,CSE,31,52,90,55,70,66,Male,8.28
S07522,21,CSE,51,63,79,72,33,38,Female,7.4
S07523,18,CSE,43,62,68,96,40,32,Female,6.53
S07524,24,CSE,69,32,32,62,58,37,Female,8.74
S07525,24,CSE,78,97,50,96,74,50,Male,6.02
S07526,20,CSE,42,68,68,61,33,40,Male,5.81
S07527,20,CSE,94,94,65,56,68,74,Female,7.28
S07528,23,CSE,81,41,95,77,38,71,Female,9.42
S07529,21,CSE,79,83,81,54,61,58,Female,7.75
S07530,19,CSE,60,98,84,84,92,90,Female,7.85
S07531,23,CSE,97,44,59,50,84,68,Female,8.39
S07532,18,CSE,39,68,37,39,82,39,Female,9.0
S07533,23,CSE,74,85,64,88,65,36,Female,6.45
S07534,24,CSE,74,44,65,56,83,59,Female,5.03
S07535,19,CSE,96,95,54,47,86,40,Male,7.57
S07536,20,CSE,76,33,46,32,88,51,Female,8.11
S07537,18,CSE,32,34,75,53,58,78,Female,8.28
S07538,23,CSE,63,73,95,89,66,38,Male,6.49
S07539,21,CSE,31,31,97,44,85,79,Male,6.51
S07540,24,CSE,31,46,75,61,66,97,Female,7.8
S07541,18,CSE,84,47,45,85,51,44,Female,8.89
S07542,22,CSE,43,72,70,57,84,67,Male,7.84
S07543,23,CSE,78,57,90,96,37,95,Male,8.39
S07544,20,CSE,88,92,51,45,54,75,Female,5.5
S07545,21,CSE,78,96,57,40,72,93,Male,5.85
S07546,23,CSE,30,35,66,71,99,77,Female,5.08
S07547,18,CSE,52,98,34,43,46,81,Female,5.21
S07548,20,CSE,37,66,54,34,61,93,Female,9.5
S07549,24,CSE,68,45,95,73,81,59,Female,9.2
S07550,24,CSE,44,52,55,76,59,77,Male,9.13
S07551,18,CSE,41,60,99,94,85,52,Female,6.83
S07552,21,CSE,88,97,92,78,76,91,Female,7.14
S07553,18,CSE,40,88,36,68,65,48,Female,6.56
S07554,21,CSE,51,99,44,44,41,70,Male,6.67
S07555,21,CSE,89,32,79,62,32,60,Female,7.37
S07556,19,CSE,57,36,57,77,97,69,Female,5.6
S07557,20,CSE,76,56,45,73,84,46,Male,9.51
S07558,19,CSE,42,43,69,32,70,75,Male,8.32
S07559,21,CSE,39,48,61,84,35,97,Female,9.7
S07560,18,CSE,45,72,63,59,96,67,Male,6.74
S07561,19,CSE,91,51,64,74,72,92,Female,6.31
S07562,20,CSE,51,87,65,38,35,44,Male,6.99
S07563,23,CSE,55,94,44,94,75,84,Female,5.32
S07564,18,CSE,86,87,66,30,42,80,Female,9.02
S07565,23,CSE,48,94,50,74,81,79,Female,7.09
S07566,24,CSE,38,54,46,47,39,45,Female,9.51
S07567,19,CSE,80,47,40,45,47,79,Female,9.98
S07568,20,CSE,55,40,61,30,42,35,Female,8.79
S07569,19,CSE,59,66,91,81,93,78,Male,8.47
S07570,19,CSE,99,61,54,78,96,67,Male,7.57
S07571,20,CSE,96,62,47,64,69,84,Male,7.33
S07572,24,CSE,81,73,61,95,85,94,Male,6.23
S07573,20,CSE,48,87,70,76,43,62,Female,6.67
S07574,21,CSE,74,37,54,30,90,44,Female,9.17
S07575,24,CSE,85,31,97,80,48,47,Male,8.11
S07576,22,CSE,48,43,36,61,33,63,Female,8.63
S07577,23,CSE,35,76,77,35,90,67,Male,8.07
S07578,19,CSE,88,40,63,57,45,58,Male,6.81
S07579,21,CSE,65,89,46,58,31,60,Male,6.26
S07580,20,CSE,77,88,79,59,69,75,Male,5.25
S07581,20,CSE,64,96,87,73,60,40,Male,9.91
S07582,22,CSE,32,98,98,77,70,33,Male,6.69
S07583,24,CSE,64,68,86,94,60,55,Female,5.85
S07584,19,CSE,52,97,77,61,71,81,Male,8.66
S07585,20,CSE,46,82,54,56,70,54,Female,5.35
S07586,21,CSE,59,99,73,59,38,51,Female,5.38
S07587,23,CSE,38,80,54,77,62,38,Male,6.42
S07588,22,CSE,80,85,62,69,39,60,Female,9.3
S07589,23,CSE,86,72,40,57,45,53,Male,9.69
S07590,20,CSE,88,51,88,61,39,59,Male,9.0
S07591,21,CSE,63,44,96,41,39,67,Male,8.22
S07592,24,CSE,95,70,93,87,88,66,Female,6.67
S07593,22,CSE,93,46,89,33,75,95,Male,8.24
S07594,19,CSE,71,62,49,85,66,54,Male,5.79
S07595,20,CSE,83,64,33,74,62,64,Male,9.82
S07596,19,CSE,94,66,55,83,74,67,Female,5.57
S07597,18,CSE,48,91,32,65,39,59,Male,9.02
S07598,20,CSE,61,58,38,65,58,59,Female,8.41
S07599,19,CSE,95,39,38,73,57,61,Female,5.6
S07600,23,CSE,38,93,78,99,96,51,Male,5.58
S07601,21,CSE,33,50,99,89,63,70,Male,5.42
S07602,19,CSE,41,39,41,89,81,68,Male,6.19
S07603,24,CSE,82,82,39,92,37,83,Male,7.7
S07604,22,CSE,53,52,83,31,53,92,Male,8.31
S07605,24,CSE,67,38,96,40,57,54,Male,8.13
S07606,24,CSE,65,40,56,61,36,50,Male,9.59
S07607,19,CSE,87,99,52,58,42,51,Female,6.45
S07608,18,CSE,70,69,99,47,63,64,Male,5.59
S07609,20,CSE,85,46,84,86,38,91,Male,6.28
S07610,20,CSE,72,87,49,99,68,46,Male,7.92
S07611,21,CSE,80,32,64,72,33,80,Male,5.73
S07612,18,CSE,95,98,83,57,85,55,Female,5.16
S07613,20,CSE,68,79,75,63,42,54,Female,8.72
S07614,19,CSE,89,72,85,61,90,47,Male,7.03
S07615,23,CSE,63,32,47,53,61,56,Female,6.56
S07616,22,CSE,38,98,59,84,31,83,Male,8.51
S07617,19,CSE,49,35,92,61,31,76,Male,5.72
S07618,23,CSE,44,85,44,34,67,60,Female,5.35
S07619,24,CSE,65,31,89,60,37,67,Female,8.64
S07620,19,CSE,62,44,78,65,88,54,Female,6.14
S07621,20,CSE,75,66,55,79,56,45,Male,6.77
S07622,21,CSE,61,66,38,97,97,34,Female,5.84
S07623,20,CSE,66,94,46,85,37,64,Female,9.29
S07624,21,CSE,85,47,74,38,40,97,Male,7.89
S07625,18,CSE,42,69,50,75,79,95,Female,7.91
S07626,20,CSE,99,89,45,90,30,49,Female,8.45
S07627,18,CSE,82,83,45,73,33,66,Male,8.42
S07628,23,CSE,75,49,58,33,98,37,Male,8.43
S07629,24,CSE,62,93,43,37,98,49,Male,6.65
S07630,23,CSE,57,69,36,93,95,63,Male,9.82
S07631,18,CSE,36,71,92,87,86,74,Male,5.44
S07632,20,CSE,96,86,31,36,45,67,Female,7.54
S07633,20,CSE,89,83,43,49,93,47,Female,7.66
S07634,22,CSE,37,40,60,47,80,60,Male,9.59
S07635,22,CSE,59,74,89,83,32,80,Female,5.72
S07636,21,CSE,96,47,38,57,61,52,Female,7.11
S07637,22,CSE,96,91,67,91,44,31,Male,5.14
S07638,18,CSE,51,95,69,71,70,63,Female,8.45
S07639,19,CSE,89,61,37,66,73,53,Male,6.93
S07640,24,CSE,49,66,71,92,73,35,Male,6.12
S07641,18,CSE,98,32,84,48,72,77,Female,5.51
S07642,21,CSE,62,33,55,61,30,94,Female,8.87
S07643,24,CSE,80,97,74,76,59,72,Female,8.03
S07644,22,CSE,85,51,57,38,34,57,Male,9.75
S07645,24,CSE,38,65,60,43,75,86,Female,6.63
S07646,24,CSE,68,48,44,93,81,90,Female,9.22
S07647,19,CSE,38,59,34,96,31,82,Female,9.69
S07648,23,CSE,52,51,97,71,79,77,Female,8.57
S07649,22,CSE,81,55,44,46,32,54,Male,8.92
S07650,20,CSE,33,51,37,71,44,75,Female,6.86
S07651,20,CSE,85,39,47,37,55,91,Male,5.4
S07652,22,CSE,32,35,96,99,74,86,Female,8.76
S07653,19,CSE,96,69,60,43,71,96,Female,9.5
S07654,24,CSE,58,80,62,32,60,97,Male,6.63
S07655,22,CSE,84,98,77,92,60,95,Female,6.52
S07656,23,CSE,69,60,30,90,39,79,Female,9.26
S07657,24,CSE,99,62,30,69,42,85,Female,7.04
S07658,23,CSE,45,47,37,48,43,43,Female,9.65
S07659,18,CSE,93,55,61,82,68,45,Male,6.56
S07660,22,CSE,50,39,90,60,42,43,Male,8.72
S07661,23,CSE,50,60,41,67,71,86,Female,8.63
S07662,22,CSE,74,68,63,57,80,37,Female,7.0
S07663,22,CSE,88,97,56,52,72,57,Male,8.62
S07664,24,CSE,92,50,86,70,65,57,Female,9.88
S07665,22,CSE,68,73,93,88,97,84,Female,5.86
S07666,23,CSE,33,67,70,63,33,81,Female,6.7
S07667,24,CSE,80,92,73,50,68,82,Male,5.81
S07668,19,CSE,91,75,62,41,77,83,Male,6.02
S07669,22,CSE,57,32,92,51,41,34,Female,9.64
S07670,21,CSE,44,38,66,83,96,77,Male,5.85
S07671,20,CSE,96,77,71,72,79,37,Male,7.23
S07672,24,CSE,30,43,81,48,70,67,Female,8.97
S07673,20,CSE,68,51,44,34,45,76,Female,6.06
S07674,19,CSE,93,80,83,54,65,45,Female,9.93
S07675,18,CSE,66,70,90,79,65,68,Male,7.02
S07676,22,CSE,97,62,41,73,94,89,Male,9.11
S07677,19,CSE,58,61,92,71,70,95,Male,6.02
S07678,19,CSE,30,31,97,42,48,89,Male,8.52
S07679,23,CSE,87,67,79,93,66,84,Female,6.21
S07680,23,CSE,49,73,37,83,82,39,Female,7.51
S07681,18,CSE,69,42,30,93,73,38,Female,5.23
S07682,21,CSE,36,45,80,42,84,86,Female,9.18
S07683,22,CSE,67,84,38,50,83,47,Female,9.07
S07684,23,CSE,33,50,70,46,62,59,Female,8.64
S07685,20,CSE,48,67,61,59,81,73,Male,6.24
S07686,19,CSE,83,61,59,38,93,67,Female,6.06
S07687,20,CSE,92,41,86,45,65,44,Male,8.34
S07688,19,CSE,94,33,73,53,40,84,Male,7.57
S07689,20,CSE,56,90,54,65,51,92,Male,8.71
S07690,24,CSE,99,87,57,78,97,51,Male,9.33
S07691,22,CSE,98,41,53,80,90,52,Female,9.82
S07692,19,CSE,45,90,60,82,30,87,Female,9.76
S07693,22,CSE,84,40,81,45,81,32,Female,6.0
S07694,24,CSE,79,47,36,55,34,97,Male,6.48
S07695,21,CSE,43,80,92,95,53,43,Male,9.81
S07696,21,CSE,86,45,36,97,43,61,Female,7.69
S07697,18,CSE,75,50,68,77,87,34,Female,6.69
S07698,20,CSE,64,92,62,77,52,49,Female,8.81
S07699,23,CSE,78,45,69,64,61,80,Female,5.73
S07700,22,CSE,79,39,76,31,34,66,Male,8.79
S07701,18,CSE,53,38,65,49,56,35,Male,5.81
S07702,20,CSE,47,43,39,52,46,85,Male,5.16
S07703,24,CSE,81,43,79,61,39,55,Male,5.82
S07704,20,CSE,30,61,72,89,55,74,Female,9.02
S07705,19,CSE,63,91,76,51,74,58,Female,5.81
S07706,20,CSE,40,30,34,95,75,65,Female,9.1
S07707,20,CSE,70,48,64,42,56,35,Female,9.86
S07708,19,CSE,32,58,92,59,83,52,Male,8.86
S07709,20,CSE,73,48,47,58,30,88,Female,9.62
S07710,23,CSE,71,38,77,34,58,61,Female,6.32
S07711,23,CSE,58,41,40,30,71,70,Female,7.02
S07712,21,CSE,31,52,82,43,75,73,Male,9.3
S07713,19,CSE,31,62,60,32,73,80,Male,7.95
S07714,23,CSE,48,32,97,39,59,74,Male,8.87
S07715,22,CSE,35,62,35,49,67,61,Male,5.63
S07716,23,CSE,96,76,78,45,50,95,Male,8.47
S07717,24,CSE,58,75,43,52,67,63,Male,7.71
S07718,21,CSE,53,69,98,93,86,77,Male,5.97
S07719,18,CSE,88,70,94,72,83,66,Male,8.05
S07720,23,CSE,82,34,87,46,97,75,Female,9.8
S07721,18,CSE,76,40,59,86,89,68,Female,6.89
S07722,19,CSE,59,51,83,48,73,70,Female,8.05
S07723,23,CSE,78,94,59,53,74,44,Female,8.6
S07724,22,CSE,37,41,46,39,94,69,Female,7.03
S07725,22,CSE,55,58,32,73,38,43,Female,5.89
S07726,22,CSE,59,47,71,92,70,67,Female,5.5
S07727,20,CSE,83,44,97,50,81,46,Male,5.32
S07728,21,CSE,76,31,42,47,81,56,Male,9.83
S07729,24,CSE,38,92,91,31,50,40,Female,7.13
S07730,24,CSE,53,81,97,89,64,33,Female,9.44
S07731,24,CSE,51,44,91,81,75,86,Male,5.13
S07732,22,CSE,34,64,83,42,81,39,Male,7.22
S07733,21,CSE,64,60,76,44,96,58,Male,7.42
S07734,24,CSE,97,88,43,70,54,95,Male,9.41
S07735,18,CSE,73,68,68,67,85,77,Male,9.25
S07736,24,CSE,50,56,51,86,97,36,Female,6.82
S07737,23,CSE,52,80,53,50,80,71,Male,5.63
S07738,22,CSE,32,83,88,84,91,99,Female,9.83
S07739,24,CSE,60,56,49,33,78,37,Male,6.79
S07740,21,CSE,53,31,59,55,75,62,Female,5.13
S07741,19,CSE,56,54,92,96,90,96,Female,7.96
S07742,21,CSE,58,44,64,73,31,83,Male,8.55
S07743,20,CSE,61,52,83,49,34,37,Male,8.28
S07744,24,CSE,38,36,53,55,50,56,Male,7.26
S07745,22,CSE,41,34,52,76,80,91,Male,7.45
S07746,18,CSE,51,66,66,94,47,73,Male,8.8
S07747,24,CSE,70,35,52,52,67,54,Female,6.76
S07748,22,CSE,35,71,62,57,34,48,Female,8.44
S07749,22,CSE,72,53,59,43,45,64,Female,5.85
S07750,22,CSE,83,55,80,49,98,85,Female,7.38
S07751,18,CSE,51,72,82,51,77,77,Female,6.53
S07752,24,CSE,66,77,66,90,38,60,Male,8.92
S07753,23,CSE,94,87,62,88,68,65,Male,8.49
S07754,19,CSE,81,81,79,36,68,41,Male,6.92
S07755,20,CSE,78,83,99,33,43,66,Male,5.87
S07756,19,CSE,32,53,58,71,80,77,Male,9.82
S07757,20,CSE,30,93,88,58,85,49,Female,8.47
S07758,20,CSE,68,32,67,43,39,38,Female,8.1
S07759,18,CSE,91,75,94,44,98,41,Female,9.95
S07760,19,CSE,33,65,32,95,33,63,Female,6.35
S07761,24,CSE,32,71,83,30,72,65,Female,5.86
S07762,18,CSE,68,80,57,37,63,39,Female,5.1
S07763,24,CSE,90,47,35,42,85,84,Female,5.17
S07764,18,CSE,38,44,96,38,89,48,Female,7.75
S07765,18,CSE,39,69,33,80,48,55,Female,9.08
S07766,24,CSE,43,85,80,94,67,48,Male,5.66
S07767,23,CSE,67,95,83,70,83,58,Male,7.58
S07768,23,CSE,76,68,60,86,30,84,Male,6.26
S07769,24,CSE,48,78,98,85,73,68,Female,7.93
S07770,19,CSE,93,75,71,47,31,59,Female,9.4
S07771,22,CSE,34,99,67,59,49,73,Male,6.03
S07772,23,CSE,59,60,77,44,60,98,Female,8.32
S07773,20,CSE,77,44,84,64,88,40,Male,8.68
S07774,18,CSE,53,69,96,76,47,57,Male,6.13
S07775,19,CSE,74,44,32,70,83,50,Male,9.1
S07776,19,CSE,88,56,66,54,35,71,Female,6.18
S07777,19,CSE,46,98,44,97,82,81,Male,8.72
S07778,24,CSE,32,75,36,97,34,72,Female,5.91
S07779,21,CSE,67,74,47,31,66,35,Female,7.29
S07780,22,CSE,36,77,66,83,72,61,Female,5.96
S07781,18,CSE,36,62,45,50,97,97,Female,5.84
S07782,21,CSE,61,86,56,74,79,65,Male,8.76
S07783,24,CSE,81,38,69,83,92,89,Male,9.37
S07784,18,CSE,99,30,90,81,48,33,Male,8.2
S07785,21,CSE,70,88,56,89,99,58,Female,6.35
S07786,21,CSE,54,76,60,76,44,80,Male,9.5
S07787,22,CSE,39,65,86,70,87,31,Female,5.75
S07788,23,CSE,87,52,96,36,56,49,Female,7.48
S07789,23,CSE,89,63,84,86,67,54,Female,8.02
S07790,22,CSE,93,71,51,68,57,91,Female,9.66
S07791,18,CSE,39,73,55,92,87,30,Female,9.69
S07792,23,CSE,47,70,42,68,59,89,Female,9.02
S07793,24,CSE,31,80,42,32,57,89,Male,9.99
S07794,24,CSE,80,63,31,64,87,41,Male,9.01
S07795,23,CSE,74,47,68,82,90,30,Male,6.02
S07796,18,CSE,96,70,47,74,58,34,Male,7.26
S07797,21,CSE,75,76,93,78,81,31,Male,9.37
S07798,22,CSE,79,52,64,80,87,52,Male,5.45
S07799,21,CSE,43,62,50,31,65,82,Male,8.38
S07800,21,CSE,96,86,52,62,84,55,Male,7.77
S07801,24,CSE,48,95,33,49,58,68,Female,6.64
S07802,24,CSE,79,69,45,84,46,55,Female,6.73
S07803,18,CSE,47,85,50,81,39,65,Male,9.81
S07804,21,CSE,62,59,62,87,77,60,Male,6.92
S07805,21,CSE,91,71,87,85,44,98,Male,6.76
S07806,24,CSE,40,68,53,57,42,77,Male,7.87
S07807,19,CSE,91,55,77,64,36,76,Male,7.62
S07808,20,CSE,73,85,93,77,32,66,Male,5.6
S07809,19,CSE,49,32,84,75,58,76,Female,9.07
S07810,21,CSE,63,35,52,48,74,55,Female,6.99
S07811,22,CSE,45,59,34,54,49,62,Male,5.26
S07812,21,CSE,71,64,79,91,41,39,Female,6.4
S07813,18,CSE,57,97,96,40,94,59,Female,5.8
S07814,18,CSE,35,50,94,73,85,98,Male,7.2
S07815,23,CSE,54,34,41,76,73,89,Male,8.08
S07816,18,CSE,33,35,52,46,95,68,Male,6.55
S07817,20,CSE,49,95,60,73,58,79,Male,8.38
S07818,18,CSE,45,55,91,56,75,47,Female,7.86
S07819,24,CSE,39,56,93,49,36,58,Male,9.76
S07820,21,CSE,47,33,89,74,92,99,Male,5.19
S07821,19,CSE,51,87,48,47,59,60,Male,7.91
S07822,23,CSE,49,96,70,63,83,98,Female,6.15
S07823,19,CSE,60,68,48,50,32,62,Male,9.74
S07824,24,CSE,52,80,72,40,53,81,Male,7.17
S07825,24,CSE,46,44,76,92,77,42,Female,9.34
S07826,18,CSE,55,95,46,71,32,65,Female,8.17
S07827,24,CSE,86,37,32,61,54,84,Female,5.05
S07828,23,CSE,96,97,63,47,55,34,Female,6.18
S07829,19,CSE,51,87,56,47,53,76,Male,8.55
S07830,19,CSE,33,64,51,41,79,49,Male,6.93
S07831,18,CSE,57,85,31,42,80,50,Female,7.22
S07832,19,CSE,49,56,31,96,35,40,Female,6.87
S07833,22,CSE,30,63,47,92,74,43,Female,5.91
S07834,18,CSE,40,88,74,76,30,89,Male,6.23
S07835,22,CSE,69,97,35,57,82,78,Male,7.29
S07836,22,CSE,58,56,77,40,45,96,Female,5.01
S07837,20,CSE,76,54,91,48,67,62,Female,7.34
S07838,20,CSE,46,66,43,53,77,87,Male,8.58
S07839,18,CSE,59,94,33,90,55,85,Male,8.43
S07840,18,CSE,34,40,94,70,41,86,Female,5.59
S07841,24,CSE,40,89,46,91,76,33,Male,8.62
S07842,23,CSE,51,96,85,96,52,77,Female,9.12
S07843,18,CSE,61,52,73,69,42,58,Female,5.3
S07844,21,CSE,79,56,67,35,59,78,Female,7.58
S07845,22,CSE,97,85,46,82,98,60,Female,5.46
S07846,21,CSE,88,70,45,66,93,47,Male,8.58
S07847,18,CSE,44,69,81,60,31,52,Male,9.83
S07848,22,CSE,76,50,54,64,93,69,Male,7.42
S07849,18,CSE,95,75,37,81,97,50,Male,7.2
S07850,19,CSE,85,49,48,66,67,94,Male,6.71
S07851,22,CSE,78,32,64,80,54,31,Male,5.21
S07852,19,CSE,65,58,59,98,41,69,Female,9.08
